#
#   VizieR Astronomical Server cdsarc.cds.unistra.fr
#    Date: 2025-04-28T21:48:34 [V7.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-04-28T21:48:34	  Query execution date
#INFO	request=https://cdsarc.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=9999&-out.add=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=V/137D/XHIP,V/137D/refs,V/137D/groups&-order=I&-out=HIP&-out=RAJ2000&-out=DEJ2000&-out=Dist&Dist=&gt;= 0&-out=X&-out=Y&-out=Z&-out=SpType&Simbad=Simbad&-out=Lum&-out=Name&-out=GrpName&-out=AltName&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#INFO	CatalogsExamined=3	
#  3 catalogues with potential matches were examined.
#

#RESOURCE=yCat_5137
#Name: V/137D
#Title: Extended Hipparcos Compilation (XHIP) (Anderson+, 2012)
#INFO	ivoid=ivo://cds.vizier/v/137d	    IVOID of underlying data collection
#INFO	creator=Anderson E.	    First author or institution
#INFO	cites=bibcode:2012AstL...38..331A	    Article or Data origin sources
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/V/137D	    Dataset landing page
#INFO	publication_date=2017-10-12	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Table	V_137D_XHIP:
#Name: V/137D/XHIP
#Title: XHIP catalog: astrometry, spectrography, space motions, exoplanets, photometry, and references
#Column	HIP	(I6)	Hipparcos identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F12.8)	Right ascension (ICRS, Epoch=J1991.25)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F12.8)	Declination (ICRS, Epoch=J1991.25)	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(F7.2)	? Heliocentric distance (7)	[ucd=pos.distance]
#Column	X	(F6.1)	? Heliocentric distance towards Gal. center	[ucd=pos.distance]
#Column	Y	(F7.1)	? Heliocentric distance towards Gal. rotation	[ucd=pos.distance]
#Column	Z	(F6.1)	? Heliocentric distance towards N. Gal. Pole	[ucd=pos.distance]
#Column	SpType	(a26)	Spectral type (MK, HD, or other)	[ucd=src.spType]
#Column	Lum	(F9.2)	? Stellar luminosity (23)	[ucd=phys.luminosity]
#Column	Name	(a48)	Star name(s)	[ucd=meta.id]
#Column	GrpName	(a106)	Cluster or Association name(s)	[ucd=meta.id.parent]
HIP	RAJ2000	DEJ2000	Dist	X	Y	Z	SpType	Lum	Name	GrpName
 17501	056.21942778	-56.65832202	 159.28	  -1.8	 -107.7	-117.3	K0III                     	    19.64	                                                	
 17506	056.23526064	-00.29671541	 120.37	 -90.8	  -11.9	 -78.2	K3 III                    	   175.64	25 Eridani                                      	
 17507	056.23647690	-52.08086932	 287.52	 -23.9	 -186.3	-217.7	K2III                     	    72.40	                                                	
 17508	056.23777267	-21.58321470	 122.62	 -64.4	  -44.5	 -94.3	F7 V                      	     5.29	                                                	
 17511	056.24546182	+22.03255792	 115.99	-102.4	   22.3	 -49.7	F5                        	     1.85	                                                	Pleiades
 17513	056.24569191	+61.46373880	 163.61	-128.7	   99.9	  15.0	A2                        	    19.16	                                                	
 17514	056.25335381	-38.85919351	 105.03	 -30.0	  -57.0	 -82.9	                          	     0.55	                                                	
 17515	056.25652424	-70.02386376	  52.30	  10.3	  -38.4	 -34.0	G0V                       	     2.32	                                                	
 17516	056.25858547	-51.31671121	 142.22	 -13.6	  -91.4	-108.1	G2V                       	     2.96	                                                	
 17517	056.25812668	-19.13481720	 179.51	 -99.9	  -60.1	-136.5	G0 V                      	     9.30	                                                	
 17519	056.26131923	+02.62140085	  79.82	 -62.1	   -4.9	 -49.9	F6/7 V                    	    12.51	                                                	
 17520	056.26154517	+06.63662973	 186.50	-150.6	   -1.6	-110.0	A2                        	    15.72	                                                	
 17521	056.26797890	+40.07951352	 205.35	-182.9	   83.7	 -41.3	G5                        	    51.26	                                                	
 17523	056.27955570	+74.54253457	 254.38	-169.9	  176.7	  68.0	G5                        	   162.84	                                                	
 17524	056.28391611	-63.72909252	 172.46	  17.0	 -122.8	-119.9	K0III                     	    43.27	                                                	
 17525	056.28414327	+26.29262501	 114.68	-102.4	   28.1	 -43.3	                          	     0.35	                                                	Pleiades
 17527	056.29052848	+24.83937328	 124.37	-110.7	   28.2	 -49.1	B7V                       	   107.21	18 Tauri                                        	Pleiades
 17529	056.29851451	+42.57854465	 170.36	-150.7	   74.1	 -28.5	F4II                      	   759.87	41 Nu Persei                                    	
 17531	056.30200903	+24.46737906	 124.39	-110.6	   27.6	 -49.7	B6IV                      	   473.31	19 q Tauri (Taygeta)                            	Pleiades
 17532	056.30278028	-51.25991128	 223.94	 -21.6	 -143.9	-170.2	G8III                     	    43.76	                                                	
 17533	056.31086273	+48.19522996	 192.83	-166.9	   95.0	 -17.5	A2                        	    20.51	                                                	
 17534	056.31616356	-47.35945428	 103.38	 -16.2	  -63.5	 -79.9	K1III                     	    64.52	HR 1169                                         	
 17535	056.31628795	-60.90998523	  43.77	   2.4	  -30.6	 -31.2	                          	     0.12	                                                	
 17539	056.33409101	-20.52396425	 146.71	 -79.2	  -51.7	-112.2	A5/7MA3-A9                	    18.89	                                                	
 17540	056.33775709	+60.35094999	  82.98	 -66.0	   49.9	   6.4	G0                        	     3.96	                                                	
 17543	056.34873366	-71.65823644	 143.01	  31.6	 -105.7	 -91.0	B8   V                    	   118.67	                                                	
 17544	056.34967149	-27.86281989	  21.56	  -9.6	   -9.4	 -16.9	K3+ V (k)                 	     0.30	Gliese 154.1                                    	
 17546	056.35570453	-07.93712509	 203.69	-139.2	  -40.5	-143.1	A0 V                      	    23.55	                                                	
 17547	056.36467933	+28.66882767	 121.14	-108.6	   33.1	 -42.1	A2/3V                     	    13.45	                                                	Pleiades
 17548	056.36474446	+47.66041462	 190.85	-165.6	   92.9	 -18.7	B9V                       	    51.02	                                                	Alpha Perseus
 17549	056.37934917	+42.00699719	 139.80	-124.0	   59.8	 -24.4	A0                        	    36.97	                                                	
 17551	056.38269085	-37.88325883	  97.14	 -29.2	  -52.0	 -76.7	F7 V                      	     2.43	                                                	
 17552	056.38323112	+21.24680861	 115.41	-101.7	   20.8	 -50.3	A2                        	     8.82	                                                	Pleiades
 17553	056.38807824	-25.91547743	 123.35	 -58.0	  -51.0	 -96.2	F0 IV/V                   	    20.52	                                                	
 17554	056.38985442	+45.35408406	 127.44	-111.7	   59.0	 -16.4	F0V                       	    11.87	                                                	
 17558	056.40463445	+38.67621860	 135.18	-120.9	   52.9	 -29.6	K2III                     	    71.49	                                                	
 17560	056.41060003	-06.32340788	 150.23	-105.2	  -26.9	-103.9	K0 III                    	     6.02	                                                	
 17561	056.41315298	+32.44005797	 260.52	-234.3	   83.0	 -78.1	B2V                       	         	                                                	IC 348
 17562	056.41399677	-17.14346511	 103.38	 -60.1	  -32.4	 -77.6	F3 V                      	     5.33	                                                	
 17563	056.41846016	+06.05002902	 163.22	-131.4	   -2.9	 -96.8	B3(V) + A7(V)             	   293.21	29 u Tauri                                      	
 17564	056.41925359	-47.50545923	 132.41	 -20.6	  -81.6	-102.2	F7V                       	     2.39	                                                	
 17567	056.43544560	+00.61735002	 106.07	 -81.0	   -9.5	 -67.9	F2/3  V                   	     4.93	                                                	
 17568	056.43579329	+58.85608216	  54.62	 -44.0	   32.2	   3.1	F5V                       	     2.00	                                                	
 17569	056.44017572	-32.48132225	 212.40	 -80.7	 -102.7	-167.5	F3 IV                     	    15.43	                                                	
 17570	056.44429024	+57.87040590	  71.88	 -58.4	   41.7	   3.1	F5V                       	     1.83	                                                	
 17714	056.90952545	+14.08689730	 122.58	-105.0	   10.0	 -62.4	F8                        	     3.75	                                                	
 17572	056.45334199	+23.14725707	 123.14	-109.3	   25.1	 -50.9	A0Va                      	    24.39	                                                	Pleiades
 17573	056.45663811	+24.36785797	 122.38	-109.0	   26.8	 -48.8	B6.5III                   	   539.82	20 Tauri (Maia)                                 	Pleiades
 17575	056.46067753	+55.06387735	  83.90	 -69.7	   46.7	   0.4	A6III(m)                  	    10.82	                                                	
 17576	056.46335144	-38.58322403	 248.43	 -72.3	 -134.7	-195.8	G8 III                    	    38.80	                                                	
 17577	056.47171658	+45.60000594	 179.83	-157.6	   83.7	 -22.5	A0                        	    26.55	                                                	Alpha Perseus
 17579	056.47693310	+24.55462133	 121.42	-108.2	   26.9	 -48.2	B8Vn                      	    81.77	21 Tauri (Asterope)                             	Pleiades
 17580	056.48954901	+73.03486750	  77.10	 -52.7	   52.9	  19.1	G0                        	     2.48	                                                	
 17582	056.48988407	-09.00850678	 142.87	 -96.2	  -30.6	-101.1	G8 IV                     	    15.41	                                                	
 17583	056.49636075	+25.39870211	 123.94	-110.7	   28.7	 -47.9	A3                        	     7.75	                                                	Pleiades
 17584	056.49685466	+45.68194410	 228.15	-199.9	  106.3	 -28.2	B6V                       	   379.86	HR 1141                                         	
 17585	056.50339874	+67.20188092	  55.41	 -41.0	   36.0	   9.5	F3II-III                  	    12.33	HR 1124                                         	
 17586	056.50418710	+18.56673965	 161.81	-141.3	   23.4	 -75.3	B8                        	     4.70	                                                	
 17587	056.50971988	+63.34506762	 301.51	-233.0	  188.0	  35.8	G2Ib/II + B7III/IV        	  1096.02	HR 1129                                         	
 17588	056.51203202	+24.52800593	 122.05	-108.8	   26.9	 -48.4	A0Vn                      	    41.64	22 Tauri (Sterope II)                           	Pleiades
 17589	056.52027852	+21.99881105	  83.97	 -74.3	   15.8	 -35.8	F5                        	     1.11	Wolf 1279                                       	
 17591	056.52615656	+10.54880574	 165.71	-138.3	    6.6	 -91.0	G8III                     	    32.32	                                                	
 17617	056.60932985	+13.50916623	 170.54	-145.2	   13.3	 -88.4	A0                        	    45.50	                                                	
 17593	056.53542672	-12.10173525	 146.42	 -93.8	  -37.0	-106.2	M1 III                    	         	26 Pi Eridani                                   	
 17595	056.53901654	+06.80365526	 102.61	 -83.2	   -1.0	 -60.0	G9III                     	    54.85	HR 1159                                         	
 17596	056.53960565	+28.85930948	 178.31	-160.2	   48.9	 -61.3	K0                        	    43.89	                                                	
 17597	056.53968951	-41.20626305	  86.64	 -21.9	  -49.1	 -68.0	G5/6V                     	     1.39	                                                	
 17598	056.54261959	-23.08365869	 153.38	 -78.0	  -58.9	-118.2	G8 IV                     	     7.57	                                                	
 17600	056.55481638	-24.39103093	 105.28	 -51.7	  -42.0	 -81.5	G1 V                      	     3.44	                                                	
 17601	056.55530183	-09.88280494	 139.72	 -92.9	  -31.5	 -99.5	K0 III                    	    49.04	                                                	
 17602	056.55785640	+71.61810733	 179.68	-125.5	  121.8	  41.3	G9III                     	    61.63	                                                	
 17603	056.56381472	+42.45475385	  86.18	 -76.4	   37.2	 -14.4	G0                        	     2.09	Wolf 221                                        	
 17604	056.56515623	-66.50403348	 212.90	  30.0	 -154.2	-143.6	F0IV/V                    	    32.59	                                                	
 17606	056.57638813	-47.89432459	 114.98	 -17.3	  -71.4	 -88.5	F6/7IV/V                  	     6.51	                                                	
 17607	056.58053256	+20.87989223	 127.04	-112.0	   22.1	 -55.7	                          	     0.41	                                                	Pleiades
 17608	056.58150148	+23.94846199	 122.12	-108.7	   26.0	 -49.2	B7III-IVn                 	   399.91	23 Tauri (Merope)                               	Pleiades
 17609	056.58286790	+26.21598235	  14.73	 -13.2	    3.6	  -5.5	M1V                       	     0.07	Gliese 154 (Wolf 1278)                          	
 17610	056.58553185	+16.37412813	 121.08	-104.7	   14.0	 -59.2	F0                        	     7.57	                                                	
 17616	056.60764614	+29.67214858	 179.45	-161.4	   50.9	 -59.7	A 0 V                     	    11.88	                                                	
 17618	056.61426571	-29.33816599	 100.85	 -42.9	  -45.7	 -79.0	A3V                       	    37.27	Sigma Fornacis                                  	
 17621	056.62585341	-22.30057674	  43.69	 -22.7	  -16.4	 -33.5	K4V                       	         	                                                	
 17622	056.63191473	+33.86555344	 264.86	-238.5	   88.3	 -74.0	A4V                       	     4.10	                                                	IC 348
 17625	056.64506759	+25.84397069	 144.30	-129.1	   34.0	 -54.8	A7                        	     5.63	                                                	Pleiades
 17626	056.65104964	+43.50614389	 193.76	-171.3	   85.6	 -29.5	F5                        	     4.95	                                                	Alpha Perseus
 17628	056.65323194	-74.50814759	  92.54	  24.4	  -69.1	 -56.5	F3V                       	     4.77	                                                	
 17631	056.67027315	+32.29020787	 265.40	-239.1	   83.4	 -79.4	B3.  IV     SB            	   138.48	                                                	IC 348
 17632	056.67225968	-59.94064290	 149.85	   5.7	 -104.4	-107.3	F8V                       	     4.16	                                                	
 17633	056.67374951	-69.44590317	 198.83	  37.0	 -146.1	-129.7	K0III                     	    15.20	                                                	
 17635	056.67410637	-25.35730716	 145.53	 -69.8	  -59.7	-112.9	K1 II                     	    36.37	                                                	
 17637	056.68352881	-39.86929254	 107.29	 -29.3	  -59.6	 -84.2	F7/8V                     	     1.66	                                                	
 17643	056.70704392	+11.18423802	 137.38	-115.3	    6.3	 -74.4	G5                        	    12.12	                                                	
 17651	056.71245432	-23.24843785	  17.63	  -8.9	   -6.8	 -13.6	F5IV-V                    	     5.39	27 Tau-6 Eridani                                	
 17654	056.71834384	-45.83568774	 214.79	 -39.2	 -130.2	-166.3	F3V                       	     8.18	                                                	
 17655	056.72025408	+41.85927958	  61.02	 -54.3	   25.8	 -10.6	F8                        	     1.68	                                                	
 17656	056.72550089	+60.46539285	  58.68	 -46.7	   35.2	   4.7	K0                        	     0.36	                                                	
 17657	056.73155229	+18.28399841	 135.54	-118.4	   18.8	 -63.2	F0                        	     4.28	                                                	
 17658	056.73370599	+09.53043631	 129.80	-107.7	    3.1	 -72.3	A2                        	     8.98	                                                	
 17659	056.73392069	-14.47828920	 265.34	-163.3	  -75.5	-195.1	K3 III                    	   156.02	                                                	
 17662	056.74097997	+28.67992726	 153.61	-138.2	   41.5	 -52.8	A0                        	     6.60	                                                	
 17663	056.74120408	-50.49367724	 102.76	 -11.4	  -65.8	 -78.1	G3V                       	     2.74	                                                	
 17664	056.74743147	+24.52023406	 125.49	-112.0	   27.4	 -49.5	B9V                       	    27.52	                                                	Pleiades
 17666	056.75687379	+41.43027841	  24.40	 -21.7	   10.2	  -4.4	K2:V Fe-1.3               	     0.52	Gliese 9130 A (Wolf 225)                        	
 17667	056.75351645	-30.05515213	 258.72	-107.6	 -119.4	-202.7	M1 III                    	   337.33	                                                	
 17669	056.75803114	-56.67887495	  93.82	  -1.3	  -63.8	 -68.8	G0V                       	     2.06	                                                	
 17670	056.76498320	+08.95482384	 132.23	-109.3	    2.1	 -74.4	G5                        	    37.35	                                                	
 17671	056.77519777	-56.04151817	  80.60	  -1.9	  -54.5	 -59.3	G3V                       	     1.01	                                                	
 17672	056.78174505	-11.48944211	 190.31	-123.5	  -47.2	-136.8	G5 IV                     	    23.88	                                                	
 17673	056.78433824	+87.89684350	 113.16	 -57.9	   84.1	  48.9	G0                        	     3.29	                                                	
 17674	056.78890499	-03.56985302	 117.26	 -85.5	  -17.3	 -78.3	G5 V                      	     1.19	                                                	
 17675	056.79409306	+51.70657013	  57.24	 -48.7	   30.0	  -2.2	F3VmA9                    	     4.75	                                                	
 17676	056.79784250	-50.63729665	 127.89	 -13.9	  -82.1	 -97.1	G6V                       	     2.92	                                                	
 17678	056.80929757	-74.23924238	  65.61	  17.0	  -49.0	 -40.2	M1III                     	   718.42	Gamma Hydri                                     	
 17681	056.81708612	+44.07381843	 148.01	-130.7	   66.1	 -21.2	B9                        	    32.40	                                                	
 17682	056.81977643	+41.59677859	 122.18	-108.8	   51.3	 -21.5	G0                        	     5.45	                                                	
 17683	056.82074874	-64.33018222	  49.11	   5.2	  -35.2	 -33.8	G2.  V      SB:           	     0.66	                                                	
 17684	056.82151786	+23.72681305	  64.26	 -57.3	   13.3	 -25.9	F7V                       	     5.86	                                                	
 17688	056.83224224	-50.75387956	 206.59	 -22.1	 -132.8	-156.7	K3III                     	   174.99	                                                	
 17689	056.83276759	-29.90158794	  38.07	 -15.9	  -17.5	 -29.8	F6+ V                     	     3.20	HR 1179                                         	
 17690	056.83559693	-76.42172657	  68.66	  20.0	  -51.5	 -40.8	G6V                       	     1.52	                                                	
 17692	056.83731961	+23.80345385	 120.90	-107.8	   25.2	 -48.6	A0Va                      	    21.60	                                                	Pleiades
 17693	056.84281409	-29.46852971	 118.21	 -50.2	  -54.0	 -92.4	K1 III                    	    31.83	                                                	
 17694	056.84535265	+22.92223155	 121.76	-108.3	   24.0	 -50.2	A0                        	     6.62	                                                	Pleiades
 17695	056.84681698	-01.97154144	  16.09	 -12.0	   -2.1	 -10.5	M2.5V kee                 	     0.02	                                                	
 17697	056.85304859	+12.50828204	 217.64	-184.6	   13.5	-114.5	G5IV                      	    32.17	                                                	
 17698	056.85695152	+29.87579195	 274.14	-247.0	   77.7	 -89.9	B 3 V                     	    33.14	                                                	IC 348
 17699	056.86484429	-50.06479105	 319.78	 -37.7	 -204.2	-243.2	K1/2III                   	   122.26	                                                	
 17702	056.87110081	+24.10524179	 123.88	-110.6	   26.2	 -49.3	B7III                     	  1576.25	25 Eta Tauri (Alcyone)                          	Pleiades
 17704	056.87267468	+24.28845290	 119.36	-106.6	   25.5	 -47.2	A0V                       	    23.34	                                                	Pleiades
 17706	056.88143474	+53.94927217	  52.47	 -44.0	   28.5	  -0.4	K3   III                  	     0.27	                                                	
 17707	056.88383262	+55.92204899	 109.85	 -90.9	   61.7	   2.1	B9Vnn                     	    46.13	HR 1147                                         	
 17710	056.90053067	-36.41345174	  52.22	 -17.0	  -27.5	 -41.0	                          	     0.14	                                                	
 17715	056.91211138	+70.21352208	 152.39	-108.7	  101.8	  32.4	F0                        	     9.63	                                                	
 17716	056.91323685	-70.92178763	 181.03	  37.7	 -133.9	-115.9	G6WF7 V                   	     7.18	                                                	
 17717	056.91508461	-23.87479579	  76.88	 -38.5	  -30.5	 -59.2	A3Vs                      	    41.42	28 Tau-7 Eridani                                	
 17718	056.91694014	+51.52889428	 173.61	-148.0	   90.4	  -7.1	A1V                       	    29.16	                                                	Alpha Perseus
 17719	056.92005788	+39.16038630	  36.70	 -32.9	   14.4	  -7.6	                          	     0.16	                                                	
 17720	056.92074735	-69.88881029	 126.55	  24.3	  -93.3	 -82.0	A8V                       	    14.03	                                                	
 17722	056.92903887	+10.50079335	  63.92	 -53.5	    2.2	 -34.9	G5                        	     0.64	                                                	
 17725	056.93293191	-57.63018437	 249.02	   0.2	 -170.9	-181.2	K3III                     	    62.58	                                                	
 17727	056.93999609	-02.56587603	 112.17	 -83.0	  -15.3	 -73.9	F6 V                      	     5.87	                                                	
 17729	056.94509471	+25.38580796	 118.57	-106.2	   26.9	 -45.3	A3                        	     5.47	                                                	Pleiades
 17730	056.94731506	+35.01828234	 278.69	-251.3	   95.9	 -73.0	A0V                       	     9.78	                                                	IC 348
 17731	056.94798753	-04.83676053	 222.07	-159.6	  -36.9	-150.0	K1 III                    	    80.80	                                                	
 17732	056.95432043	+32.19549838	  47.83	 -43.2	   14.8	 -14.3	F 7 IV-V                  	     6.65	HR 1164                                         	
 17733	056.95640034	-07.02590500	 205.44	-143.2	  -39.9	-141.8	A0 V                      	    28.67	                                                	
 17734	056.95668278	-36.10582933	 148.65	 -49.1	  -77.9	-116.7	B8 V                      	   116.39	HR 1186                                         	
 17735	056.96942840	+33.59988277	 277.67	-250.6	   90.8	 -77.7	B2V                       	   167.75	HR 1163                                         	IC 348
 17736	056.97630673	+52.46818653	  48.30	 -41.0	   25.6	  -1.3	K3   III                  	     0.32	                                                	
 17738	056.98342918	-30.16732061	  82.38	 -34.3	  -38.3	 -64.4	G6 III                    	    49.71	Rho Fornacis                                    	
 17739	056.98418326	-30.09726411	 155.34	 -64.8	  -72.1	-121.4	A5                        	    14.39	                                                	
 17741	056.99192455	+37.81527812	  89.51	 -80.5	   33.7	 -20.1	G5                        	     0.53	Ross 37                                         	
 17742	056.99294517	-33.59596821	  62.15	 -22.8	  -31.1	 -48.7	K1 V                      	     0.94	                                                	
 17743	056.99303521	+02.78885346	  16.81	 -13.2	   -1.1	 -10.4	M0V:                      	     0.03	Gliese 9133 (Ross 588)                          	
 17744	056.99528431	-02.86142216	 106.81	 -78.7	  -15.1	 -70.6	A3 II/III                 	    15.25	                                                	
 17745	056.99608236	-26.32861607	 165.36	 -77.5	  -70.2	-128.1	A3 V                      	    37.57	                                                	
 17746	057.00112733	+16.96254922	 116.38	-101.3	   13.8	 -55.6	F2                        	     7.31	                                                	
 17747	057.00138711	+40.53058368	  50.39	 -45.0	   20.5	  -9.5	F8                        	     2.94	                                                	
 17748	057.00277028	-64.83682564	  40.47	   4.6	  -29.1	 -27.7	G3V                       	     1.10	Gliese 9134                                     	
 17749	057.00347701	+68.67228707	  17.34	 -12.6	   11.4	   3.3	K2V                       	     0.11	Gliese 153 A                                    	
 17750	057.00558859	+68.67688918	  17.34	 -12.6	   11.4	   3.3	M2...                     	         	Gliese 153 B                                    	
 17751	057.00680949	-44.20072633	  69.69	 -14.6	  -41.5	 -54.1	G2V                       	     0.86	                                                	
 17752	057.00851120	+07.12964399	 154.15	-125.9	   -1.6	 -89.0	K0                        	    22.30	                                                	
 17753	057.01030673	-23.19764429	 100.05	 -51.1	  -39.0	 -76.7	F3 V                      	     4.54	                                                	
 17756	057.01777660	+45.35497608	 193.17	-170.0	   88.5	 -24.0	A6III                     	    26.88	                                                	
 17758	057.02368183	-08.04530407	 107.42	 -73.8	  -22.3	 -74.8	F5 V                      	     5.18	                                                	
 17759	057.02732727	+24.98848492	 163.20	-146.2	   36.1	 -63.0	K5                        	         	                                                	
 17760	057.03475120	-58.22204695	  76.36	   0.7	  -52.7	 -55.3	G3V                       	     1.44	                                                	
 17761	057.03551567	-21.57604690	 134.30	 -71.4	  -49.9	-102.2	F0 V                      	     6.61	                                                	
 17763	057.04414328	+21.32910195	  78.45	 -69.5	   13.7	 -33.6	A5                        	     3.31	                                                	
 17764	057.04721312	-74.69417639	  54.02	  14.3	  -40.4	 -32.9	F3IV/V                    	     3.44	                                                	
 17765	057.04774262	-41.17795504	 155.79	 -39.8	  -88.9	-121.6	F7/G0V                    	     3.25	                                                	
 17766	057.04900176	+07.14622776	  37.05	 -30.3	   -0.4	 -21.4	K7V                       	     0.11	                                                	Hyades
 17768	057.06125941	-49.08231598	 187.29	 -25.1	 -118.6	-142.8	F2V                       	     8.94	                                                	
 17769	057.06410992	+34.60093142	 102.80	 -92.8	   34.7	 -27.4	K0                        	     5.48	                                                	
 17770	057.06596216	-41.31087476	 175.90	 -44.6	 -100.6	-137.2	F3V:                      	     7.53	                                                	
 17771	057.06771695	+11.14336667	 137.24	-115.6	    5.7	 -73.8	B3V                       	   324.02	30 e Tauri                                      	
 17772	057.07533702	+50.73677196	 247.49	-212.2	  126.7	 -12.5	B7V(e)                    	   194.77	HR 1160                                         	
 17773	057.07705800	+29.94751041	 273.04	-246.5	   77.0	 -88.8	B 9 V                     	    11.99	                                                	IC 348
 17774	057.07898495	+26.58917873	 180.64	-162.4	   43.5	 -66.2	K2                        	    29.81	                                                	
 17776	057.08668458	+23.42136364	 122.56	-109.4	   24.6	 -49.5	B7IV                      	   127.51	HR 1172                                         	Pleiades
 17778	057.09145730	+10.79334881	 107.92	 -90.7	    4.0	 -58.4	G3IV                      	     7.82	                                                	
 17779	057.09307632	+08.58042091	 122.74	-101.5	    0.9	 -69.0	G5                        	    22.26	                                                	
 17781	057.09401518	+42.88107582	 323.92	-287.8	  139.7	 -50.8	B8                        	   114.52	                                                	
 17782	057.09560239	+52.03802534	  51.25	 -43.6	   26.9	  -1.7	K0V                       	     0.84	                                                	
 17783	057.09839064	-20.41277665	 112.37	 -61.4	  -40.3	 -85.0	F3/5 V                    	     1.98	                                                	
 17784	057.09850201	+31.96276427	 134.90	-121.9	   41.3	 -40.4	A 9 IIIP                  	     8.08	                                                	
 17785	057.10330427	-54.29380631	 252.40	 -13.3	 -168.6	-187.4	G0/3 III/IV               	   100.51	                                                	
 17787	057.10776538	-13.30666241	 236.86	-149.5	  -65.0	-171.8	K0 III                    	    71.81	                                                	
 17788	057.10928276	-47.62342715	 123.86	 -19.4	  -77.1	 -94.9	G2V                       	     3.54	                                                	
 17789	057.11702292	-04.52720092	 121.04	 -87.5	  -19.8	 -81.3	G3/5 IV                   	     4.08	                                                	
 17790	057.12467301	+57.76762323	  48.03	 -39.2	   27.6	   2.2	G5V                       	     0.87	                                                	
 17791	057.12534946	+24.34562875	 128.10	-114.6	   27.1	 -50.3	A2V                       	    22.75	                                                	Pleiades
 17792	057.12801969	+09.64592331	 171.96	-143.4	    3.7	 -94.9	K2III                     	    94.72	                                                	
 17793	057.13429379	-31.77874867	 168.13	 -66.3	  -81.2	-131.4	A5   IV                   	    20.80	                                                	
 17794	057.13699507	+15.20221405	  31.28	 -27.0	    2.9	 -15.5	K8                        	     0.21	                                                	
 17795	057.14277311	-45.17320793	  90.61	 -17.7	  -54.7	 -70.0	F8/G0V                    	     2.20	                                                	
 17796	057.14826524	+30.65653884	  67.56	 -61.0	   19.6	 -21.3	G0                        	     0.98	                                                	
 17797	057.14926223	-37.62012878	  49.33	 -15.3	  -26.6	 -38.6	A1 V                      	    51.78	f Eridani                                       	Tucana / Horologium
 17798	057.14884609	-20.90293621	 180.30	 -97.5	  -65.9	-136.6	K5 III                    	         	HR 1187                                         	
 17799	057.14922034	+02.41995060	  98.42	 -77.1	   -7.3	 -60.8	F3 V                      	     4.01	                                                	
 17800	057.15637810	+51.82336793	  59.16	 -50.4	   30.9	  -2.1	G5V                       	     2.72	                                                	
 17801	057.15797486	-04.42124678	  52.98	 -38.4	   -8.6	 -35.5	G8 V                      	     2.48	                                                	
 17802	057.15792085	-70.35969161	 181.32	  36.1	 -134.0	-116.7	K0III                     	    50.73	                                                	
 17803	057.16165857	+21.05705779	  61.45	 -54.5	   10.4	 -26.5	K5V                       	     0.31	Wolf 1291                                       	
 17804	057.16207543	+15.50537904	 171.27	-148.2	   16.7	 -84.2	A0                        	    13.13	                                                	
 17805	057.16215112	+00.22787116	 148.52	-113.7	  -15.3	 -94.3	K2 III                    	   147.08	HR 1182                                         	
 17806	057.16272762	-06.81581088	  41.54	 -29.1	   -8.0	 -28.5	G3 V                      	     0.98	                                                	
 17807	057.16468254	+51.37601395	 183.32	-156.7	   94.9	  -7.6	K0III                     	    63.45	                                                	
 17808	057.16696864	-77.33686401	 241.81	  73.7	 -181.8	-141.3	K0                        	    21.11	                                                	
 17810	057.16796863	+78.11931931	 259.65	-163.8	  184.1	  81.8	B8                        	   110.25	                                                	
 17813	057.17690041	+35.63760828	 272.18	-245.7	   95.0	 -68.5	A1V                       	     3.60	                                                	IC 348
 17815	057.18177286	+34.31034118	 244.34	-220.8	   81.5	 -65.7	F8                        	    81.80	                                                	
 17816	057.18670515	-28.46668572	 144.98	 -63.9	  -65.1	-112.7	G8 IV                     	     7.77	                                                	
 17819	057.19485555	-40.39936164	  54.19	 -14.5	  -30.6	 -42.3	F8V                       	     3.29	                                                	
 17820	057.19730847	-53.18226933	  48.38	  -3.4	  -32.0	 -36.1	G4V                       	     1.00	                                                	
 17824	057.21256110	-55.00005649	 193.91	  -8.1	 -130.5	-143.2	K0III                     	    68.05	                                                	
 17825	057.21399379	-40.64320632	  96.14	 -25.4	  -54.5	 -75.0	F8/G0V                    	     1.05	                                                	
